accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,timestamp_s,label
-4.6425,-6.9362,6.7614,-7.4465,20.3253,-11.9022,267.041328125,MOTION
,,,,,,267.05153125,MOTION
-4.7071,-5.3273,6.5148,-21.1798,24.1707,-36.0118,267.061734375,MOTION
,,,,,,267.071921875,MOTION
-4.5036,-5.1453,6.9434,-23.1941,26.9784,-33.8145,267.082125,MOTION
,,,,,,267.092328125,MOTION
-4.755,-5.8157,7.5252,-18.5553,25.8187,-12.5126,267.102515625,MOTION
,,,,,,267.11271875,MOTION
-4.8269,-6.5052,7.7335,-14.1606,13.5502,-1.7701,267.122921875,MOTION
,,,,,,267.133109375,MOTION
-4.8676,-6.2754,7.2714,-10.4984,-2.5025,-2.0753,267.1433125,MOTION
,,,,,,267.153515625,MOTION
-5.004,-6.1892,6.8285,-7.0193,-12.7567,-2.5025,267.163703125,MOTION
,,,,,,267.17390625,MOTION
-4.7335,-6.6872,6.8309,-7.8738,-10.8036,2.3804,267.184109375,MOTION
,,,,,,267.194296875,MOTION
-4.7838,-6.9003,6.7758,-11.7801,-5.1271,2.5636,267.2045,MOTION
,,,,,,267.214703125,MOTION
-4.9059,-6.6752,6.8069,-16.2358,-0.4273,-3.6622,267.224890625,MOTION
,,,,,,267.23509375,MOTION
-5.4182,-6.9673,7.2163,-21.363,8.5452,-2.5636,267.245296875,MOTION
,,,,,,267.2555,MOTION
-5.8253,-7.3528,7.609,-24.9031,15.7476,-0.1831,267.2656875,MOTION
,,,,,,267.275890625,MOTION
-5.3153,-7.6138,7.9777,-23.1941,15.0151,-0.3662,267.28609375,MOTION
,,,,,,267.29628125,MOTION
-4.4366,-7.0751,8.0807,-23.9265,7.7517,-6.653,267.306484375,MOTION
,,,,,,267.3166875,MOTION
-3.0982,-5.763,7.6569,-24.1707,-6.3478,-11.597,267.326890625,MOTION
,,,,,,267.337078125,MOTION
-3.668,-4.9107,7.111,-21.2409,-19.1656,0.0,267.34728125,MOTION
,,,,,,267.357484375,MOTION
-4.0391,-6.0599,7.2451,-18.9825,-19.776,33.2041,267.3676875,MOTION
,,,,,,267.377875,MOTION
-5.0423,-7.5731,7.099,-15.7476,-21.3019,56.7644,267.388078125,MOTION
,,,,,,267.39828125,MOTION
-5.0567,-8.538,7.0128,-13.3061,-20.9967,58.9618,267.40846875,MOTION
,,,,,,267.418671875,MOTION
-5.3919,-7.961,6.8117,-23.8044,-9.7659,34.669,267.428875,MOTION
,,,,,,267.4390625,MOTION
-5.2028,-6.2155,6.4813,-38.0261,-2.2584,-0.4883,267.449265625,MOTION
,,,,,,267.45946875,MOTION
-5.6146,-5.0447,5.8492,-30.5795,-13.0619,-13.8554,267.46965625,MOTION
,,,,,,267.479859375,MOTION
-4.5036,-5.1932,5.4278,-13.7944,-24.4148,-5.1881,267.4900625,MOTION
,,,,,,267.50025,MOTION
-4.6832,-5.0783,4.7957,-0.4883,-28.4433,2.8077,267.510453125,MOTION
,,,,,,267.52065625,MOTION
-5.0974,-5.6936,4.5204,5.1881,-20.0812,7.9958,267.53084375,MOTION
,,,,,,267.541046875,MOTION
-5.2961,-6.2227,4.2714,15.0761,-12.6347,9.888,267.55125,MOTION
,,,,,,267.5614375,MOTION
-5.1237,-6.85,4.6281,24.5369,-5.1881,1.587,267.571640625,MOTION
,,,,,,267.58184375,MOTION
-4.5587,-6.8452,5.4781,12.0243,18.4942,-16.0527,267.59203125,MOTION
,,,,,,267.602234375,MOTION
-4.1277,-5.7918,5.7223,-4.2726,35.2794,-36.7443,267.6124375,MOTION
,,,,,,267.622625,MOTION
-4.5898,-4.7478,5.696,-4.944,35.6456,-35.2794,267.632828125,MOTION
,,,,,,267.64303125,MOTION
-5.3297,-5.672,6.3161,5.9206,28.9926,-3.6012,267.65321875,MOTION
,,,,,,267.663421875,MOTION
-6.1078,-7.427,6.7375,20.0201,14.9541,26.429,267.673609375,MOTION
,,,,,,267.6838125,MOTION
-5.3416,-8.3201,6.6585,33.021,-8.0569,28.8705,267.694015625,MOTION
,,,,,,267.704203125,MOTION
-4.4414,-6.6657,5.538,38.7585,-27.8329,8.6062,267.71440625,MOTION
,,,,,,267.72459375,MOTION
-5.0519,-5.4135,4.3911,36.7443,-32.5938,-6.531,267.734796875,MOTION
,,,,,,267.745,MOTION
-5.0064,-6.5124,4.6976,27.8939,-16.9073,9.3997,267.7551875,MOTION
,,,,,,267.765390625,MOTION
-4.8604,-7.9179,5.3775,19.837,0.8545,19.3487,267.775578125,MOTION
,,,,,,267.78578125,MOTION
-4.5946,-7.3432,5.1285,12.3295,2.6246,-2.7467,267.795984375,MOTION
,,,,,,267.806171875,MOTION
-4.1349,-5.8181,4.5324,8.24,1.5259,-29.9692,267.816375,MOTION
,,,,,,267.826578125,MOTION
-4.2522,-5.4566,4.8245,-3.9064,17.9449,-33.8145,267.836765625,MOTION
,,,,,,267.84696875,MOTION
-4.53,-6.0072,5.8061,-11.9022,35.8287,-18.9215,267.85715625,MOTION
,,,,,,267.867359375,MOTION
-5.0998,-6.5483,6.3879,-10.3153,37.0495,-8.1179,267.8775625,MOTION
,,,,,,267.88775,MOTION
-5.107,-6.6034,6.2227,0.0,19.5318,-7.0803,267.897953125,MOTION
,,,,,,267.90815625,MOTION
-4.8269,-6.1102,5.4542,9.3387,0.2441,-8.179,267.91834375,MOTION
,,,,,,267.928546875,MOTION
-4.4797,-6.1581,4.9107,13.5502,-5.9206,-2.6856,267.93875,MOTION
,,,,,,267.9489375,MOTION
-4.8795,-6.5436,4.8245,9.5828,1.648,4.1505,267.959140625,MOTION
,,,,,,267.96934375,MOTION
-5.3799,-7.2858,5.1357,4.8219,12.5736,7.0803,267.97953125,MOTION
,,,,,,267.989734375,MOTION
-4.7119,-7.5707,5.4973,2.9908,18.128,0.6104,267.9999375,MOTION
,,,,,,268.010125,MOTION
-4.6856,-6.2323,5.3416,-2.5025,21.1188,-18.128,268.020328125,MOTION
,,,,,,268.03053125,MOTION
-4.6042,-5.6912,5.6696,-11.597,29.2367,-24.5369,268.04071875,MOTION
,,,,,,268.050921875,MOTION
-4.7574,-5.8277,6.1509,-10.3153,31.1289,-9.7659,268.061125,MOTION
,,,,,,268.0713125,MOTION
-4.8053,-6.4358,6.4669,-9.827,24.5979,1.9532,268.081515625,MOTION
,,,,,,268.091703125,MOTION
-5.0998,-6.3568,6.0695,-7.6296,11.0477,4.7609,268.10190625,MOTION
,,,,,,268.112109375,MOTION
-5.2219,-6.6872,5.3153,2.0753,-6.4089,9.3387,268.122296875,MOTION
,,,,,,268.1325,MOTION
-4.925,-7.19,4.5922,17.8838,-20.2033,19.3487,268.142703125,MOTION
,,,,,,268.152890625,MOTION
-4.4581,-7.3959,4.1732,18.7994,-19.1046,18.067,268.16309375,MOTION
,,,,,,268.173296875,MOTION
-5.0926,-7.1996,4.032,2.1363,0.8545,5.7985,268.183484375,MOTION
,,,,,,268.1936875,MOTION
-5.0304,-7.767,4.6449,-4.944,22.6447,1.7701,268.203890625,MOTION
,,,,,,268.214078125,MOTION
-4.858,-7.7144,4.688,1.8921,33.2041,-3.9674,268.22428125,MOTION
,,,,,,268.234484375,MOTION
-4.8269,-6.6537,4.5802,19.1656,32.0444,-17.8838,268.244671875,MOTION
,,,,,,268.254875,MOTION
-3.9218,-6.8788,5.4422,2.2584,49.501,-20.2033,268.265078125,MOTION
,,,,,,268.275265625,MOTION
-4.858,-5.2004,5.2243,-27.2835,67.0186,-36.8053,268.28546875,MOTION
,,,,,,268.295671875,MOTION
-5.8181,-5.1094,5.8756,-35.5235,68.7277,-33.7535,268.305859375,MOTION
,,,,,,268.3160625,MOTION
-5.2291,-6.2131,7.1565,-20.6305,54.2009,-1.8311,268.326265625,MOTION
,,,,,,268.33646875,MOTION
-5.0567,-5.8181,6.8189,-8.4231,19.2877,3.235,268.34665625,MOTION
,,,,,,268.356859375,MOTION
-5.1932,-5.0495,5.4949,-2.5025,-15.5644,-1.2207,268.3670625,MOTION
,,,,,,268.377265625,MOTION
-5.9522,-5.6864,4.4557,7.7517,-34.3028,15.9307,268.387453125,MOTION
,,,,,,268.39765625,MOTION
-5.7127,-7.7814,4.6425,21.8513,-35.2794,37.1105,268.407859375,MOTION
,,,,,,268.418046875,MOTION
-5.4039,-8.5164,4.6425,13.6113,-25.0862,26.0628,268.42825,MOTION
,,,,,,268.438453125,MOTION
-4.4246,-7.3169,3.8931,8.7893,-21.2409,-9.949,268.448640625,MOTION
,,,,,,268.45884375,MOTION
-4.6497,-5.842,3.4047,0.8545,-6.8361,-34.608,268.469046875,MOTION
,,,,,,268.479234375,MOTION
-4.7957,-6.012,4.2881,-11.2308,23.5603,-25.0252,268.4894375,MOTION
,,,,,,268.499640625,MOTION
-5.1836,-6.9889,5.4398,-10.6204,38.0261,-5.7985,268.509828125,MOTION
,,,,,,268.52003125,MOTION
-5.1692,-7.3648,5.8779,-3.7233,28.6264,0.7935,268.53021875,MOTION
,,,,,,268.540421875,MOTION
-4.767,-6.5531,5.514,0.2441,9.888,-5.7985,268.550625,MOTION
,,,,,,268.5608125,MOTION
-5.1597,-5.8301,4.7311,-2.0142,-1.4649,-5.005,268.571015625,MOTION
,,,,,,268.58121875,MOTION
-5.7965,-6.7303,4.6856,7.0193,-5.5544,14.2216,268.59140625,MOTION
,,,,,,268.601609375,MOTION
-5.5236,-8.2842,5.2985,10.8036,-1.3428,28.9315,268.6118125,MOTION
,,,,,,268.622,MOTION
-5.4757,-7.8604,5.0328,6.592,0.3662,13.7333,268.632203125,MOTION
,,,,,,268.642390625,MOTION
-5.4973,-6.4693,4.6736,1.4649,3.7233,-11.2918,268.65259375,MOTION
,,,,,,268.662796875,MOTION
-5.1597,-6.3281,5.1166,-5.9206,17.9449,-11.7801,268.672984375,MOTION
,,,,,,268.6831875,MOTION
-5.2171,-6.3448,5.6433,-8.5452,24.781,-3.5401,268.693390625,MOTION
,,,,,,268.703578125,MOTION
-5.2435,-6.0479,5.7487,-11.2308,19.8981,-0.4273,268.71378125,MOTION
,,,,,,268.72396875,MOTION
-5.4637,-5.6553,5.2243,-6.1037,4.0284,2.8687,268.734171875,MOTION
,,,,,,268.744375,MOTION
-5.684,-6.3807,4.6928,8.301,-12.5736,16.8462,268.7545625,MOTION
,,,,,,268.764765625,MOTION
-5.2794,-6.8716,4.3145,20.7526,-21.485,26.6732,268.77496875,MOTION
,,,,,,268.78515625,MOTION
-5.5739,-6.9482,3.9937,10.8646,-11.3529,15.0151,268.795359375,MOTION
,,,,,,268.8055625,MOTION
-5.8995,-7.0751,4.2283,0.3662,6.8361,3.5401,268.81575,MOTION
,,,,,,268.825953125,MOTION
-5.6265,-7.2116,5.0519,-2.9298,20.3864,-2.6246,268.836140625,MOTION
,,,,,,268.84634375,MOTION
-5.5571,-6.5005,5.4709,-7.2024,23.8655,-14.9541,268.856546875,MOTION
,,,,,,268.866734375,MOTION
-5.1261,-5.7606,5.5739,-6.2868,18.067,-19.776,268.8769375,MOTION
,,,,,,268.887125,MOTION
-5.6672,-5.6026,5.5667,-2.3194,10.1932,-10.3763,268.897328125,MOTION
,,,,,,268.90753125,MOTION
-5.8133,-6.6321,5.787,3.9064,1.7701,7.5686,268.91771875,MOTION
,,,,,,268.927921875,MOTION
-5.7846,-7.348,5.5164,14.7099,-12.7567,15.0151,268.938125,MOTION
,,,,,,268.9483125,MOTION
-5.2842,-6.874,4.7455,18.3721,-24.0486,3.7843,268.958515625,MOTION
,,,,,,268.96871875,MOTION
-4.7215,-6.0168,4.0798,11.1087,-20.0201,-10.4984,268.97890625,MOTION
,,,,,,268.989109375,MOTION
-5.356,-5.7463,4.111,1.0376,-2.9908,-12.3905,268.9993125,MOTION
,,,,,,269.0095,MOTION
-5.5475,-6.85,5.0759,-3.235,14.1606,0.0,269.019703125,MOTION
,,,,,,269.02990625,MOTION
-5.4829,-7.0823,5.5475,-1.0987,14.2827,1.3428,269.04009375,MOTION
,,,,,,269.050296875,MOTION
-5.3823,-6.1581,5.2028,1.648,2.1363,-11.475,269.0605,MOTION
,,,,,,269.0706875,MOTION
-5.0639,-5.5284,4.8676,3.7233,-5.6764,-13.0009,269.080890625,MOTION
,,,,,,269.09109375,MOTION
-5.4901,-5.9881,4.834,7.2024,-7.0803,1.2207,269.10128125,MOTION
,,,,,,269.111484375,MOTION
-5.5882,-7.1182,5.0902,10.6815,-6.7751,14.5268,269.1216875,MOTION
,,,,,,269.131875,MOTION
-5.593,-7.2163,4.8867,12.0243,-9.5828,8.6673,269.142078125,MOTION
,,,,,,269.15228125,MOTION
-4.9274,-6.4621,4.4701,8.6673,-9.7659,-7.5686,269.16246875,MOTION
,,,,,,269.172671875,MOTION
-5.0854,-5.842,4.2858,3.0519,-2.0753,-14.3437,269.182875,MOTION
,,,,,,269.1930625,MOTION
-5.5044,-6.1892,4.6521,1.0987,7.2634,-5.8596,269.203265625,MOTION
,,,,,,269.21346875,MOTION
-5.4661,-7.2139,5.4494,1.7701,13.4892,5.6154,269.22365625,MOTION
,,,,,,269.233859375,MOTION
-5.6744,-7.1613,5.7199,-0.4883,11.597,0.5493,269.2440625,MOTION
,,,,,,269.25425,MOTION
-5.083,-6.5771,5.5212,-0.8545,3.1739,-12.3905,269.264453125,MOTION
,,,,,,269.27465625,MOTION
-4.5156,-5.6864,5.1668,2.6246,-5.2492,-16.1138,269.28484375,MOTION
,,,,,,269.295046875,MOTION
-4.8101,-5.5092,4.9633,3.9674,-7.8127,-5.3713,269.30525,MOTION
,,,,,,269.3154375,MOTION
-5.3249,-6.5148,5.0591,10.3153,-10.7425,15.2593,269.325640625,MOTION
,,,,,,269.33584375,MOTION
-5.3823,-7.6377,5.1453,15.6865,-14.893,26.0018,269.34603125,MOTION
,,,,,,269.356234375,MOTION
-5.289,-7.518,4.8221,16.1748,-18.6773,15.0151,269.3664375,MOTION
,,,,,,269.376625,MOTION
-5.3153,-6.5962,4.4534,10.5594,-15.0761,-0.5493,269.386828125,MOTION
,,,,,,269.39703125,MOTION
-5.2052,-6.7016,4.8843,1.709,-1.8311,-2.3804,269.40721875,MOTION
,,,,,,269.417421875,MOTION
-5.2315,-6.9362,5.4111,-2.0142,6.1647,1.587,269.427625,MOTION
,,,,,,269.4378125,MOTION
-5.3847,-6.8189,5.4901,-2.2584,2.9908,1.1597,269.448015625,MOTION
,,,,,,269.458203125,MOTION
-5.1118,-6.8237,5.3728,1.2207,-5.1271,2.4415,269.46840625,MOTION
,,,,,,269.478609375,MOTION
-5.1501,-6.6202,5.0136,2.8687,-11.475,5.0661,269.488796875,MOTION
,,,,,,269.499,MOTION
-5.1022,-6.8357,4.8987,1.4649,-12.3905,8.8504,269.509203125,MOTION
,,,,,,269.519390625,MOTION
-4.9442,-7.0966,4.9681,-0.1831,-10.8646,11.3529,269.52959375,MOTION
,,,,,,269.53978125,MOTION
-4.664,-6.5627,4.6712,-3.296,-11.7801,6.8361,269.549984375,MOTION
,,,,,,269.560171875,MOTION
-5.2674,-6.2371,4.4893,-6.7751,-10.5594,3.4791,269.570375,MOTION
,,,,,,269.580578125,MOTION
-5.3943,-7.2738,5.0998,-6.4089,-5.005,13.3671,269.590765625,MOTION
,,,,,,269.60096875,MOTION
-5.0447,-7.5875,5.2794,-1.648,-7.2634,13.3671,269.611171875,MOTION
,,,,,,269.621359375,MOTION
-4.9873,-6.7112,4.8556,-1.9532,-12.0243,-2.9908,269.6315625,MOTION
,,,,,,269.64175,MOTION
-5.0902,-6.17,4.6808,-4.5778,-9.0335,-9.7049,269.651953125,MOTION
,,,,,,269.662140625,MOTION
-4.9969,-6.8093,5.1668,-4.3336,-2.6246,-0.7935,269.67234375,MOTION
,,,,,,269.68253125,MOTION
-4.9466,-7.0703,5.5068,-5.5544,-1.4039,0.4883,269.692734375,MOTION
,,,,,,269.702921875,MOTION
-4.9202,-6.6537,5.4494,-5.7985,-6.9582,-6.0427,269.713125,MOTION
,,,,,,269.723328125,MOTION
-4.7838,-6.4262,5.3656,-4.8219,-10.8646,-6.7751,269.733515625,MOTION
,,,,,,269.74371875,MOTION
-4.7335,-6.5579,5.2602,0.0,-14.5878,-0.2441,269.75390625,MOTION
,,,,,,269.764109375,MOTION
-5.0591,-7.0918,5.3129,-0.061,-15.2593,6.8972,269.774296875,MOTION
,,,,,,269.7845,MOTION
-4.4581,-7.0009,5.3823,4.3336,-17.1514,10.4373,269.794703125,MOTION
,,,,,,269.804890625,MOTION
-4.9992,-6.4885,4.8867,3.357,-14.6489,5.7985,269.81509375,MOTION
,,,,,,269.82528125,MOTION
-6.103,-7.5827,5.4613,-1.648,-1.1597,14.1606,269.835484375,MOTION
,,,,,,269.8456875,MOTION
-6.0408,-8.7774,6.4789,-8.24,16.2969,21.7902,269.855875,MOTION
,,,,,,269.866078125,MOTION
-6.3855,-8.6074,7.1062,-20.2033,25.1473,2.9298,269.876265625,MOTION
,,,,,,269.88646875,MOTION
-6.5771,-7.6138,7.2714,-28.3212,23.3772,-23.4382,269.89665625,MOTION
,,,,,,269.906859375,MOTION
-6.1365,-7.111,7.2954,-27.5277,11.9022,-29.5419,269.9170625,MOTION
,,,,,,269.92725,MOTION
-5.5595,-6.9314,6.9075,-17.3345,-7.5076,-19.3487,269.937453125,MOTION
,,,,,,269.947640625,MOTION
-5.1309,-6.7926,6.182,-3.1129,-26.9784,-5.3102,269.95784375,MOTION
,,,,,,269.96803125,MOTION
-4.8364,-7.1565,6.0767,-2.3804,-24.8421,5.7985,269.978234375,MOTION
,,,,,,269.9884375,MOTION
-5.1094,-7.3097,6.7064,-19.1046,-0.5493,7.5686,269.998625,MOTION
,,,,,,270.008828125,MOTION
-5.5451,-7.4558,7.5132,-38.2702,22.8889,4.1505,270.019015625,MOTION
,,,,,,270.02921875,MOTION
-5.8277,-7.3792,8.0136,-43.8246,26.0018,0.6104,270.03940625,MOTION
,,,,,,270.049609375,MOTION
-5.4302,-7.3768,8.1908,-39.552,13.245,3.296,270.0598125,MOTION
,,,,,,270.07,MOTION
-5.7271,-6.8165,7.5707,-29.8471,-8.24,9.2776,270.080203125,MOTION
,,,,,,270.090390625,MOTION
-5.2052,-7.0224,6.9195,-19.715,-27.5277,21.363,270.10059375,MOTION
,,,,,,270.11078125,MOTION
-5.095,-7.5515,6.3305,-15.0151,-37.0495,33.1431,270.120984375,MOTION
,,,,,,270.1311875,MOTION
-5.1381,-7.53,5.7846,-23.1941,-33.5093,31.4951,270.141375,MOTION
,,,,,,270.151578125,MOTION
-5.0615,-7.2714,5.3823,-29.1757,-27.7108,23.2551,270.161765625,MOTION
,,,,,,270.17196875,MOTION
-4.9011,-6.9649,5.2052,-30.2744,-24.1707,20.3864,270.182171875,MOTION
,,,,,,270.192359375,MOTION
-4.5491,-7.0272,5.1237,-24.3538,-27.2225,24.4758,270.2025625,MOTION
,,,,,,270.21275,MOTION
-4.1301,-7.0727,4.7981,-16.541,-33.4483,28.6874,270.222953125,MOTION
,,,,,,270.233140625,MOTION
-4.0272,-6.6657,4.3121,-7.8738,-39.552,29.2367,270.24334375,MOTION
,,,,,,270.25353125,MOTION
-4.2834,-6.6537,4.2115,-9.1556,-33.9976,30.7016,270.263734375,MOTION
,,,,,,270.273921875,MOTION
-4.6497,-7.1948,4.5755,-19.2267,-18.4942,32.1665,270.284125,MOTION
,,,,,,270.2943125,MOTION
-4.6353,-7.8963,5.0184,-19.8981,-13.5502,30.8237,270.304515625,MOTION
,,,,,,270.314703125,MOTION
-3.8859,-7.4582,4.9202,-13.123,-23.3772,19.776,270.32490625,MOTION
,,,,,,270.335109375,MOTION
-2.9976,-6.1916,4.6018,-10.8036,-30.3354,8.0569,270.345296875,MOTION
,,,,,,270.3555,MOTION
-3.1509,-5.4733,4.5826,-24.4758,-19.6539,3.1129,270.365703125,MOTION
,,,,,,270.375890625,MOTION
-3.9841,-5.9426,5.1884,-36.317,-4.5167,13.6113,270.38609375,MOTION
,,,,,,270.39628125,MOTION
-3.3304,-7.5659,6.4286,-31.8613,-4.0284,34.2418,270.406484375,MOTION
,,,,,,270.4166875,MOTION
-2.4541,-6.8883,6.431,-27.5887,-24.2927,31.8613,270.426875,MOTION
,,,,,,270.437078125,MOTION
-4.0224,-5.0807,5.4877,-42.1766,-36.0118,12.6347,270.447265625,MOTION
,,,,,,270.45746875,MOTION
-6.1868,-6.5316,6.5795,-63.3564,-15.3813,25.0862,270.46765625,MOTION
,,,,,,270.477859375,MOTION
-6.0815,-7.7096,7.6641,-59.2059,-16.7852,40.8338,270.4880625,MOTION
,,,,,,270.49825,MOTION
-4.1086,-6.2826,6.7159,-47.6089,-60.6708,15.8086,270.508453125,MOTION
,,,,,,270.518640625,MOTION
-3.0192,-3.4334,4.439,-36.8664,-109.3173,-12.1464,270.52884375,MOTION
,,,,,,270.539046875,MOTION
-2.0232,-3.0359,3.1652,-45.2284,-122.3182,-0.6104,270.549234375,MOTION
,,,,,,270.5594375,MOTION
-3.9338,-2.0184,2.4422,-68.7277,-107.0589,21.8513,270.569625,MOTION
,,,,,,270.579828125,MOTION
-4.6808,-2.9569,2.5307,-104.9837,-79.6533,50.9049,270.59003125,MOTION
,,,,,,270.60021875,MOTION
-2.3272,-4.1756,2.4062,-87.5271,-98.6358,100.528,270.610421875,MOTION
,,,,,,270.620625,MOTION
-3.1006,-4.2858,0.8931,-47.6699,-148.442,131.2906,270.6308125,FALL
,,,,,,270.641015625,FALL
-4.9897,-4.8939,0.2059,-37.1105,-165.8376,146.4888,270.65121875,FALL
,,,,,,270.66140625,FALL
-2.7941,-7.2834,0.5507,-68.8498,-129.2764,156.8041,270.671609375,FALL
,,,,,,270.681796875,FALL
-2.0663,-5.6984,0.0575,-93.0204,-94.058,122.7454,270.692,FALL
,,,,,,270.7021875,FALL
-2.8636,-3.5339,0.0742,-126.957,-59.0228,63.5395,270.712390625,FALL
,,,,,,270.72259375,FALL
-4.2714,-4.779,2.684,-168.9505,-21.1798,46.205,270.73278125,FALL
,,,,,,270.742984375,FALL
-2.9641,-6.6944,4.4557,-139.5917,-48.8907,66.7745,270.753171875,FALL
,,,,,,270.763375,FALL
-0.3807,-5.8899,3.2514,-78.8598,-142.5825,50.7218,270.773578125,FALL
,,,,,,270.783765625,FALL
-0.1844,-3.1389,0.7614,-47.9751,-208.5635,11.9633,270.79396875,FALL
,,,,,,270.80415625,FALL
2.2746,-3.2179,0.1844,-83.8649,-182.9279,0.1831,270.814359375,FALL
,,,,,,270.824546875,FALL
0.6824,-3.3256,0.838,-114.7496,-126.7739,11.9022,270.83475,FALL
,,,,,,270.8449375,FALL
-0.4669,-5.2052,4.1086,-136.3567,-59.2669,38.6975,270.855140625,FALL
,,,,,,270.865328125,FALL
-3.1533,-5.8947,7.5635,-169.3167,10.3763,45.8388,270.87553125,FALL
,,,,,,270.88571875,FALL
-5.2698,-7.2379,10.4295,-208.0752,64.4551,20.6915,270.895921875,FALL
,,,,,,270.906109375,FALL
-4.7095,-8.4039,11.9857,-213.3854,49.8672,2.0753,270.9163125,FALL
,,,,,,270.926515625,FALL
-5.0328,-7.8987,11.6146,-179.9371,-41.8714,-26.1849,270.936703125,FALL
,,,,,,270.94690625,FALL
-4.6832,-5.538,10.6114,-177.3125,-125.0038,-72.8782,270.95709375,FALL
,,,,,,270.967296875,FALL
-5.866,-2.9282,9.285,-184.7591,-179.9982,-108.3407,270.977484375,FALL
,,,,,,270.9876875,FALL
-8.6194,-1.5443,8.4302,-159.7339,-232.0017,-100.4059,270.997890625,FALL
,,,,,,271.008078125,FALL
-6.012,-2.8181,7.9442,-148.9914,-267.098,-36.6222,271.01828125,FALL
,,,,,,271.02846875,FALL
-8.7894,-5.0088,5.4781,-120.6091,-317.3925,30.2744,271.038671875,FALL
,,,,,,271.048859375,FALL
-10.7814,-7.5539,3.9625,-88.1985,-359.7522,95.0346,271.0590625,FALL
,,,,,,271.06925,FALL
-9.8237,-9.9338,4.5228,-80.752,-365.978,143.376,271.079453125,FALL
,,,,,,271.08965625,FALL
-9.8477,-12.886,4.2307,-124.3324,-334.2387,129.7647,271.09984375,FALL
,,,,,,271.110046875,FALL
-10.111,-12.1845,2.4996,-97.1709,-373.9738,85.4518,271.120234375,FALL
,,,,,,271.1304375,FALL
-18.8765,-11.6146,1.2187,-26.7342,-428.3578,82.1558,271.140625,FALL
,,,,,,271.150828125,FALL
-8.6338,-16.6929,3.692,-32.899,-405.4689,143.8032,271.16103125,FALL
,,,,,,271.17121875,FALL
-1.6473,-16.4439,2.5331,-44.1908,-376.5984,123.8441,271.181421875,FALL
,,,,,,271.191609375,FALL
-6.194,-11.4686,-1.2761,-67.4459,-330.6986,-27.2225,271.2018125,FALL
,,,,,,271.212,FALL
-1.6951,-9.522,-1.5252,-50.3555,-277.1691,-90.1517,271.222203125,FALL
,,,,,,271.23240625,FALL
-9.8572,-11.3465,2.7271,14.9541,-153.386,-2.2584,271.24259375,FALL
,,,,,,271.252796875,FALL
12.704,-17.6913,12.5604,-63.0512,135.3191,44.8012,271.262984375,FALL
,,,,,,271.2731875,FALL
-7.4749,-13.9107,12.6202,-112.4912,339.8541,-13.4892,271.283390625,FALL
,,,,,,271.293578125,FALL
-6.3927,-13.4702,12.3281,-157.2924,275.0938,-11.597,271.30378125,FALL
,,,,,,271.31396875,FALL
-23.1838,-9.3137,5.1956,-28.9926,-59.328,102.176,271.324171875,FALL
,,,,,,271.334375,FALL
-9.8668,-15.5317,3.3711,84.048,-348.2162,210.2725,271.3445625,FALL
,,,,,,271.354765625,FALL
-6.6872,-14.5716,-0.4693,87.8323,-460.7074,187.5668,271.364953125,FALL
,,,,,,271.37515625,FALL
-1.5371,-11.1549,-2.1381,104.9837,-494.5219,63.7226,271.385359375,FALL
,,,,,,271.395546875,FALL
1.6209,-9.0025,-3.2921,80.813,-438.2458,-5.005,271.40575,FALL
,,,,,,271.4159375,FALL
1.4102,-7.4414,-3.996,25.3914,-338.7555,-24.5979,271.426140625,FALL
,,,,,,271.436328125,FALL
5.8348,-7.688,-2.4302,-17.9449,-180.7306,-8.7283,271.44653125,FALL
,,,,,,271.456734375,FALL
4.7455,-7.4223,0.3136,-60.0604,-9.0335,3.4181,271.466921875,FALL
,,,,,,271.477125,FALL
-1.1085,-7.6138,3.5052,-109.2563,123.0506,-0.7324,271.4873125,FALL
,,,,,,271.497515625,FALL
-6.0647,-8.3943,6.5436,-139.7137,207.9531,7.3855,271.50771875,FALL
,,,,,,271.51790625,FALL
-7.4917,-10.4366,9.4718,-141.0566,219.8553,21.3019,271.528109375,FALL
,,,,,,271.5383125,FALL
-3.4909,-12.1964,11.7583,-122.7454,169.3167,25.8797,271.5485,FALL
,,,,,,271.558703125,FALL
-1.8532,-11.3129,11.0663,-84.9025,47.5478,-15.5644,271.56890625,FALL
,,,,,,271.579109375,FALL
0.3903,-7.7239,6.3544,-46.0829,-93.0815,-71.4743,271.589296875,FALL
,,,,,,271.5995,FALL
-0.1341,-5.4566,0.9577,9.3387,-210.0284,-85.696,271.6096875,FALL
,,,,,,271.619890625,FALL
-0.4358,-4.4893,-2.4757,31.8003,-258.6749,-48.3413,271.63009375,FALL
,,,,,,271.64028125,FALL
-0.6967,-4.7885,-4.1086,48.5855,-233.7107,20.0201,271.650484375,FALL
,,,,,,271.6606875,FALL
-4.0248,-6.3496,-3.9386,52.1256,-154.3626,98.6969,271.670875,FALL
,,,,,,271.681078125,FALL
-2.7726,-11.1932,-1.3073,3.357,-25.5745,155.8885,271.69128125,FALL
,,,,,,271.70146875,FALL
-4.597,-12.4957,0.9649,-43.6415,69.1549,136.4788,271.711671875,MOTION
,,,,,,271.721875,MOTION
-5.5811,-12.6992,3.0575,-77.8222,127.5674,46.6933,271.7320625,MOTION
,,,,,,271.742265625,MOTION
